,ID,post_date,post_category,post_content,post_title,post_excerpt,post_name,post_content_src,post_content_title
121,140,2007-06-04 01:58:21,0,"<img src=""/comics/comic060407.jpg"" title=""The joys of childhood""/>","Hey, Do You Want To Play Duck Duck Goose?",,hey-do-you-want-to-play-duck-duck-goose,comic060407.jpg,The joys of childhood
122,141,2007-06-05 01:59:21,0,"<img src=""/comics/comic060507.jpg"" title=""Secret Weapon"" />",Pft,,pft,comic060507.jpg,Secret Weapon
123,142,2007-06-06 01:05:23,0,"<img src=""/comics/comic060607.jpg"" title=""Ashton Kutcher, you got nothing on The Fat Charles"">/>",The Squid Requests Your Presence,,the-squid-requests-your-presence,comic060607.jpg,"Ashton Kutcher, you got nothing on The Fat Charles"
124,143,2007-06-07 01:39:47,0,"<img src=""/comics/comic060707.jpg"" title=""Sometimes people are cool too, if you give them a chance"" />",Sometimes People Are So Annoying,,sometimes-people-are-so-annoying,comic060707.jpg,"Sometimes people are cool too, if you give them a chance"
125,144,2007-06-08 01:41:30,0,"<img src=""comics/comic060807.jpg"" title=""The country of crate-o-lopolis"" />",That Crate Thing Has Really Been Getting On My Nerves,,that-crate-thing-has-really-been-getting-on-my-nerves,comic060807.jpg,The country of crate-o-lopolis
126,145,2007-06-11 01:25:59,0,"<img src=""http://www.spacewalrus.com/comics/comic061107.jpg"" title=""The rise and fall of a great nation"" />",Power Struggle,,power-struggle,comic061107.jpg,The rise and fall of a great nation
127,146,2007-06-12 01:49:51,0,"<img src=""/comics/comic061207.jpg"" title=""Ice cream on bagels... the newest fad?"" />",I Want To Get An Ice Cream Truck,,i-want-to-get-an-ice-cream-truck,comic061207.jpg,Ice cream on bagels... the newest fad?
128,147,2007-06-13 01:36:24,0,"<img src=""/comics/comic061307.jpg"" title=""How about 'be greedy, not needy'?"" />",Sharing Is Caring?,,sharing-is-caring,comic061307.jpg,"How about 'be greedy, not needy'?"
129,148,2007-06-14 01:02:01,0,"<img src=""/comics/comic061407.jpg"" title=""Honesty is the best medicine""/>",You Know What Really Grinds My Gears,,you-know-what-really-grinds-my-gears,comic061407.jpg,Honesty is the best medicine
130,149,2007-06-15 01:00:50,0,"<img src=""/comics/comic061507.jpg"" title=""The robot's real name is Willard""/>",The Name Game,,the-name-game,comic061507.jpg,The robot's real name is Willard
131,150,2007-06-18 01:01:47,0,"<img src=""/comics/comic061807.jpg"" title=""Robots are rarely outsmarted, but everyone loves it when they are"" />",You Know Something Else That Bugs Me?,,you-know-something-else-that-bugs-me,comic061807.jpg,"Robots are rarely outsmarted, but everyone loves it when they are"
132,151,2007-06-19 01:20:10,0,"<img src=""/comics/comic061907.jpg"" title=""Talk about a way to give a guy a complex"" />",So You're A Cephalopod,,so-youre-a-cephalopod,comic061907.jpg,Talk about a way to give a guy a complex
133,152,2007-06-20 01:06:31,0,"<img src=""/comics/comic062007.jpg"" title=""Sort of a mean joke."" />","Hey, How Old Are You",,hey-how-old-are-you,comic062007.jpg,Sort of a mean joke.
134,153,2007-06-21 01:07:47,0,"<img src=""/comics/comic062107.jpg"" title=""I mean, he looks like a spy"" />",I Think You're A Spy,,i-think-youre-a-spy,comic062107.jpg,"I mean, he looks like a spy"
135,154,2007-06-22 01:06:27,0,"<img src=""/comics/comic062207.jpg"" title=""Benison, n. poetic/literary: blessing"" />",So I Hear Someone Has A Copy Of Twister,,so-i-hear-someone-has-a-copy-of-twister,comic062207.jpg,"Benison, n. poetic/literary: blessing"
136,155,2007-06-26 01:37:30,0,"<img src=""/comics/comic062607.jpg"" title=""It's important that people see you for who you are, not who they think you are"" />",Can You Wrangle Up A Bagel?,,can-you-wrangle-up-a-bagel,comic062607.jpg,"It's important that people see you for who you are, not who they think you are"
137,156,2007-06-27 01:38:44,0,"<img src=""/comics/comic062707.jpg"" title=""It's really true. Talent imitates, genius steals."" />",Sometimes I Feel Like I Was Born A Couple Centuries Too Late,,sometimes-i-feel-like-i-was-born-a-couple-centuries-too-late,comic062707.jpg,"It's really true. Talent imitates, genius steals."
138,157,2007-06-25 01:37:49,0,"<img src=""/comics/comic062507.jpg"" title=""Seriously, though, 'i' is really the best you can do?  Come ON, guys, how gullible do you think we are?  Jeez."" />","Man, What Is Up With Mathematicians?",,man-what-is-up-with-mathematicians,comic062507.jpg,"Seriously, though, 'i' is really the best you can do?  Come ON, guys, how gullible do you think we are?  Jeez."
139,158,2007-06-28 01:29:20,0,"<img src=""/comics/comic062807.jpg"" title=""Way to be nice and subtle, robot"" />",So What's Life Like Without Sarcasm?,,so-whats-life-like-without-sarcasm,comic062807.jpg,"Way to be nice and subtle, robot"
140,159,2007-06-29 01:29:07,0,"<img src=""/comics/comic062907.jpg"" title=""Yeah come on squids you know how the job market is these days what with the war and all plus I got to pay this child support and man can't you just give a guy a break for once?"" />","Hey, I'm Going To The Store",,hey-im-going-to-the-store,comic062907.jpg,Yeah come on squids you know how the job market is these days what with the war and all plus I got to pay this child support and man can't you just give a guy a break for once?
141,160,2007-07-02 01:51:26,0,"<img src=""/comics/comic070207.jpg"" title=""Maybe he's been experimenting with Alli"" />","Squid, You've Been Inking A Lot",,squid-youve-been-inking-a-lot,comic070207.jpg,Maybe he's been experimenting with Alli
142,161,2007-07-03 01:37:54,0,"<img src=""/comics/comic070307.jpg"" title=""They'll definitely fit"" />",No Time To Talk Gotta Run,,no-time-to-talk-gotta-run,comic070307.jpg,They'll definitely fit
143,162,2007-07-04 01:24:28,0,"<img src=""/comics/comic070407.jpg"" title=""The statement 'this time will be different' is universally defensible"">/>","So Where Are We Going, Anyway?",,so-where-are-we-going-anyway,comic070407.jpg,The statement 'this time will be different' is universally defensible
144,163,2007-07-05 01:11:25,0,"<img src=""comics/comic070507.jpg"" title=""They're actually going in the left direction"" />",We've Been Going For A Really Long Time And I'm Tired,,weve-been-going-for-a-really-long-time-and-im-tired,comic070507.jpg,They're actually going in the left direction
145,164,2007-07-06 01:46:55,0,"<img src = ""/comics/comic070607.jpg"" title=""I smell a business opportunity!"" />",Come On Dude We've Been On The Move For Days,,come-on-dude-weve-been-on-the-move-for-days,comic070607.jpg,I smell a business opportunity!
146,165,2007-07-09 01:14:15,0,"<img src=""comics/comic070907.jpg""  title=""Shotgun trumps all"" />",What Are We Going To Do Now That We're At The Center Of The Universe,,what-are-we-going-to-do-now-that-were-at-the-center-of-the-universe,comic070907.jpg,Shotgun trumps all
147,166,2007-07-10 01:02:25,0,"<img src=""/comics/comic071007.jpg"" title=""Despite the Walrus's high-minded reasoning, his argument is slightly flawed.  Assuming that the universe has been expanding since the big bang in a manner such that all of its boundaries increase at the same rate as each other, it would be possible to zero in on the single point in space that is constantly equidistant from all of the universe's edges (much as one could theoretically find the center of a perfectly spherical balloon as it is being inflated).  Have the robot and the crate found the true center of the universe?  Will Squids find true love in the most unlikely place possible?  Is Proust's nasty ginseng habit going to get the best of him?  Tune in tomorrow to find out!"" /img>/>",Listen Guys,,listen-guys,comic071007.jpg,"Despite the Walrus's high-minded reasoning, his argument is slightly flawed.  Assuming that the universe has been expanding since the big bang in a manner such that all of its boundaries increase at the same rate as each other, it would be possible to zero in on the single point in space that is constantly equidistant from all of the universe's edges (much as one could theoretically find the center of a perfectly spherical balloon as it is being inflated).  Have the robot and the crate found the true center of the universe?  Will Squids find true love in the most unlikely place possible?  Is Proust's nasty ginseng habit going to get the best of him?  Tune in tomorrow to find out!"
148,167,2007-07-11 01:29:48,0,"<img src=""comics/comic071107.jpg"" title=""too bad you've only got bagels"" />",Hellloo,,hellloo,comic071107.jpg,too bad you've only got bagels
149,168,2007-07-12 01:47:24,0,"<img src=""/comics/comic071207.jpg"" title=""No it's not an artistic statement we just happen to have a new dude working the camera here in outer space and he's taking some time to get used to it so how about cutting a guy a little bit of slack once in a while huh I mean you know it wouldn't be fair if all of a sudden we asked you to fly out here and shoot on your first day without taking some time to get used to the equipment so we're just asking that you show him the same decency you'd expect I mean that's what being a professional is all about isn't it?"" />",New Guy Working The Camera,,new-guy-on-the-camera,comic071207.jpg,No it's not an artistic statement we just happen to have a new dude working the camera here in outer space and he's taking some time to get used to it so how about cutting a guy a little bit of slack once in a while huh I mean you know it wouldn't be fair if all of a sudden we asked you to fly out here and shoot on your first day without taking some time to get used to the equipment so we're just asking that you show him the same decency you'd expect I mean that's what being a professional is all about isn't it?
150,169,2007-07-13 01:50:26,0,"<img src=""/comics/comic071307.jpg"" title=""I dunno, it sounds like fun to me"" />",Doesn't Anyone Ever Get On Your Nerves?,,doesnt-anyone-ever-get-on-your-nerves,comic071307.jpg,"I dunno, it sounds like fun to me"
151,170,2007-07-16 01:27:00,0,"<img src=""comics/comic071607.jpg"" title=""It doesn't matter what color someone is, or how metal their skin is - we should still treat everyone with dignity and respect."" />",We Have To Talk,,we-have-to-talk,comic071607.jpg,"It doesn't matter what color someone is, or how metal their skin is - we should still treat everyone with dignity and respect."
152,171,2007-07-17 01:58:07,0,"<img src=""comics/comic071707.jpg"" title=""Turing machines are pretty easy to make, actually"" />","Hey, I Want To Build My Own Robot",,hey-i-want-to-build-my-own-robot,comic071707.jpg,"Turing machines are pretty easy to make, actually"
153,172,2007-07-18 01:20:02,0,"<img src=""/comics/comic071807.jpg"" title=""Yeah I don't think that counts, SW, nice try though""/>",So Do You Think You Could Pass A Turing Test?,,so-do-you-think-you-could-pass-a-turing-test,comic071807.jpg,"Yeah I don't think that counts, SW, nice try though"
154,173,2007-07-23 01:49:16,0,"<img src=""comics/comic072307.jpg"" title=""It's a classic song, the walrus has got no excuse"" />",Uh Oh...,,uh-oh,comic072307.jpg,"It's a classic song, the walrus has got no excuse"
155,174,2007-07-19 01:17:14,0,"<img src=""/comics/comic071907.jpg"" title=""I took binary for a bunch of years in middle school but I've forgotten it all which is a shame really because it means that fifty years from now when the robots stage a rebellion I won't be able to negotiate a hostage exchange with the evil robot leader and get my girlfriend back""/>",Binary Lessons Part I,,binary-lessons-part-i,comic071907.jpg,I took binary for a bunch of years in middle school but I've forgotten it all which is a shame really because it means that fifty years from now when the robots stage a rebellion I won't be able to negotiate a hostage exchange with the evil robot leader and get my girlfriend back
156,175,2007-07-20 01:07:04,0,"<img src=""/comics/comic072007.jpg"" title=""'It was his idea?'  For shame, robot.  For shame.""/>",Binary Lessons Part II,,binary-lessons-part-ii,comic072007.jpg,"'It was his idea?'  For shame, robot.  For shame."
157,176,2007-07-24 01:56:48,0,"<img src=""comics/comic072407.jpg"" title=""Next up is twister"" />",You Want To Play Some Pool,,you-want-to-play-some-pool,comic072407.jpg,Next up is twister
158,177,2007-07-25 01:35:49,0,"<img src=""/comics/comic072507.jpg"" title=""It wouldn't be the first time it's happened"" />",I've Decided To Be The Next Uri Geller,,ive-decided-to-be-the-next-uri-geller,comic072507.jpg,It wouldn't be the first time it's happened
159,178,2007-07-26 01:06:13,0,"<img src=""/comics/comic072607.jpg"" title=""You gotta have cool sunglasses, otherwise no one takes your psychic abilities seriously"" />",The Miracle Of Telekinetics,,the-miracle-of-telekinetics,comic072607.jpg,"You gotta have cool sunglasses, otherwise no one takes your psychic abilities seriously"
160,179,2007-07-27 01:18:36,0,"<img src=""comics/comic072707.jpg"" title=""Genius is in the eye of the beholder"" />","Move Over, You're Blocking My View",,move-over-youre-blocking-my-view,comic072707.jpg,Genius is in the eye of the beholder
161,180,2007-07-30 01:36:10,0,"<img src=""/comics/comic073007.jpg"" title=""It takes one to know one"" />",Actions Speak Louder Than Words,,actions-speak-louder-than-words,comic073007.jpg,It takes one to know one
162,181,2007-07-31 01:51:29,0,"<img src=""comics/comic073107.jpg"" title=""In this case, the robot is correct. When the people around you insist on making falsities, your responsibility is to shut them down at any cost. "" />",Do You Ever Need to Charge Up Your Battery,,do-you-ever-need-to-charge-up-your-battery,comic073107.jpg,"In this case, the robot is correct. When the people around you insist on making falsities, your responsibility is to shut them down at any cost. "
163,182,2007-08-01 01:52:48,0,"<img src=""comics/comic080107.jpg"" title=""The ol' one-two"" />",Tip Toe,,tip-toe,comic080107.jpg,The ol' one-two
164,183,2007-08-02 01:43:05,0,"<img src=""/comics/comic080207.jpg"" title=""Wow, what a loser huh guys I mean Oasis was HUGE"" />",Don't Look Back In Anger,,dont-look-back-in-anger,comic080207.jpg,"Wow, what a loser huh guys I mean Oasis was HUGE"
165,184,2007-08-03 01:43:53,0,"<img src=""comics/comic080307.jpg"" title=""Oldest mistake in the book"" />","Okay, Who Turned Off My Music",,okay-who-turned-off-my-music,comic080307.jpg,Oldest mistake in the book
166,185,2007-08-06 01:03:08,0,"<img src=""/comics/comic080607.jpg"" title=""Friends don't let friends read spoilers"" />",Harry Potter And The Spoiler Warning,,harry-potter-and-the-spoiler-warning,comic080607.jpg,Friends don't let friends read spoilers
167,186,2007-08-07 01:33:04,0,"<img src=""comics/comic080707.jpg"" title=""Can you even smell in space?"" />",Something Smells,,something-smells,comic080707.jpg,Can you even smell in space?
168,187,2007-08-08 01:45:40,0,"<img src=""/comics/comic080807.jpg"" title=""It's nice to be appreciated"" />","Gawd, The Walrus",,gawd-the-walrus,comic080807.jpg,It's nice to be appreciated
169,188,2007-08-09 01:50:21,0,"<img src=""comics/comic080907.jpg"" title=""Does the fat charles know what he's getting himself tied up in?"" />",The Fat Charles... I Have a Task For You,,the-fat-charles-i-have-a-task-for-you,comic080907.jpg,Does the fat charles know what he's getting himself tied up in?
170,189,2007-08-10 01:29:59,0,"<img src=""/comics/comic081007.jpg"" title=""The fat charles does not make idle threats, walrus!"" />",The Fat Charles Needs Your Skillet,,the-fat-charles-needs-your-skillet,comic081007.jpg,"The fat charles does not make idle threats, walrus!"
171,190,2007-08-13 01:11:41,0,"<img src=""comics/comic081307.jpg"" title=""Pickles, hairballs, and chickens, together at last"" />",Well? What Happened?,,well-what-happened,comic081307.jpg,"Pickles, hairballs, and chickens, together at last"
172,191,2007-08-14 01:17:49,0,"<img src=""/comics/comic081407.jpg"" title=""it bout to get all KRAZY up in here!"" />","Hand Over The Frying Pan, Walrus",,hand-over-the-frying-pan-walrus,comic081407.jpg,it bout to get all KRAZY up in here!
173,192,2007-08-15 01:39:57,0,"<img src=""/comics/comic081507.jpg"" title=""In fact, in popular literature, the fat kid has a long history of being picked on first. We can see the first semblances of this story line in de Coincy's masterpiece 'Les Miracles de Notre-Dame', where Alexandre, the fatty, is taught the meaning of friendship when he is brutally beaten for being fat. Further examples can be found throughout literature all the way up until the modern day, continuing on in such schlocky television fare like 'The Biggest Loser.'"" />","Look Man, You're Not Getting This Frying Pan",,look-man-youre-not-getting-this-frying-pan,comic081507.jpg,"In fact, in popular literature, the fat kid has a long history of being picked on first. We can see the first semblances of this story line in de Coincy's masterpiece 'Les Miracles de Notre-Dame', where Alexandre, the fatty, is taught the meaning of friendship when he is brutally beaten for being fat. Further examples can be found throughout literature all the way up until the modern day, continuing on in such schlocky television fare like 'The Biggest Loser.'"
174,193,2007-08-16 01:26:02,0,"<img src=""/comics/comic081607.jpg"" title=""It takes a REAL robot to wear pink skates"" />",I Haven't Seen Anyone In A While,,i-havent-seen-anyone-in-a-while,comic081607.jpg,It takes a REAL robot to wear pink skates
175,194,2007-08-17 01:15:10,0,"<img src=""/comics/comic081707.jpg"" title=""To be continued!"" />",The Situation Comes To A Head,,the-situation-comes-to-a-head,comic081707.jpg,To be continued!
176,195,2007-08-21 01:41:03,0,"<img src=""comics/comic082107.jpg"" title=""Sounds like someone's got a story to tell!"" />",Do You Believe In Love At First Sight?,,do-you-believe-in-love-at-first-sight,comic082107.jpg,Sounds like someone's got a story to tell!
177,196,2007-08-20 01:00:14,0,"<img src=""comics/comic082007.jpg"" title=""Wonder how the walrus was able to escape unharmed... very fishy..."" />",Dear Diary... the Desolation Is Complete,,dear-diary-the-desolation-is-complete,comic082007.jpg,Wonder how the walrus was able to escape unharmed... very fishy...
178,197,2007-08-22 01:19:52,0,"<img src=""comics/comic082207.jpg"" title=""The secret to a robot's heart..."" />","Hey, Not To Be A Sourpuss...",,hey-not-to-be-a-sourpuss,comic082207.jpg,The secret to a robot's heart...
179,198,2007-08-23 01:22:14,0,"<img src=""comics/comic082307.jpg"" title=""That is one ugly old man"" />",Hallo? Anybody Out There?,,hallo-anybody-out-there,comic082307.jpg,That is one ugly old man
180,199,2007-08-24 01:22:58,0,"<img src=""comics/comic082407.jpg"" title=""It's always a good idea to trust a cute looking kitten"" />","Wait, So You Guys Are Stuck Together?",,wait-so-you-guys-are-stuck-together,comic082407.jpg,It's always a good idea to trust a cute looking kitten
181,200,2007-08-27 01:35:50,0,"<img src=""/comics/comic082707.jpg"" title=""Seems like a reasonable question to me"" />",We Need To Coordinate Our Movements,,we-need-to-coordinate-our-movements,comic082707.jpg,Seems like a reasonable question to me
182,201,2007-08-28 01:55:01,0,"<img src=""/comics/comic082807.jpg"" title=""secrets secrets are no fun"" />",Of Minds And Carrots,,of-minds-and-carrots,comic082807.jpg,secrets secrets are no fun
183,202,2007-08-29 01:50:07,0,"<img src=""comics/comic082907.jpg"" title=""Technically, a floating smiley face would not be considered a biological being."" />","Pretty Crazy Stuff, huh?",,pretty-crazy-stuff-huh,comic082907.jpg,"Technically, a floating smiley face would not be considered a biological being."
184,203,2007-08-30 01:31:37,0,"<img src=""comics/comic083007.jpg"" title=""You'd think a robot would come up with a number more mathematically interesting than 22"" />",Pick A Number,,pick-a-number,comic083007.jpg,You'd think a robot would come up with a number more mathematically interesting than 22
185,204,2007-08-31 01:07:16,0,"<img src=""/comics/comic083107.jpg"" title=""The eternal struggle rages on"" />",I Wish We Had A Ping Pong Table,,i-wish-we-had-a-ping-pong-table,comic083107.jpg,The eternal struggle rages on
186,205,2007-09-03 01:00:28,0,"<img src = ""/comics/comic090307.jpg"" title=""That robot needs better things to do with his time, I think"" />","Whistling, And Its Discontents",,whistling-and-its-discontents,comic090307.jpg,"That robot needs better things to do with his time, I think"
187,206,2007-09-04 01:14:35,0,"<img src=""comics/comic090407.jpg"" title=""My, this is one defensive bagel"" />","Hello, My Sesame'd Friend",,hello-my-sesamed-friend,comic090407.jpg,"My, this is one defensive bagel"
188,207,2007-09-05 01:22:39,0,"<img src=""/comics/comic090507.jpg"" title=""Bagel terror!"" />","Bagel, I'm Gonna Eat Ya",,bagel-im-gonna-eat-ya,comic090507.jpg,Bagel terror!
189,208,2007-09-06 01:57:55,0,"<img src=""comics/comic090607.jpg"" title=""You are a nerd"" />","You Can't Reverse This, Walrus",,you-cant-reverse-this-walrus,comic090607.jpg,You are a nerd
190,209,2007-09-07 01:05:28,0,"<img src=""/comics/comic090707.jpg"" title=""An oldie but a goodie"" />",Stupid Bagel Jokes,,stupid-bagel-jokes,comic090707.jpg,An oldie but a goodie
191,210,2007-09-10 01:32:27,0,"<img src=""/comics/comic091007.jpg"" title=""ZOMGWTFBBQ!!!!111one1"" />",More Stupid Bagel Jokes,,more-stupid-bagel-jokes,comic091007.jpg,ZOMGWTFBBQ!!!!111one1
192,211,2007-09-11 01:29:19,0,"<img src=""/comics/comic091107.jpg"" title=""what a n3rd"" />",Man I Haven't Checked My Email In Forever,,man-i-havent-checked-my-email-in-forever,comic091107.jpg,what a n3rd
193,212,2007-09-12 01:23:29,0,"<img src=""/comics/comic091207.jpg"" title=""What a card"" />",Stupid Squid Jokes,,stupid-squid-jokes,comic091207.jpg,What a card
194,213,2007-09-13 01:32:10,0,"<img src=""comics/comic091307.jpg"" title=""No mercy for the bagelz"" />",A Special Surprise,,a-special-surprise,comic091307.jpg,No mercy for the bagelz
195,214,2007-09-14 01:12:03,0,"<img src=""comics/comic091407.jpg"" title=""Mutiny in the class"" />","Okay, Listen Up Class",,okay-listen-up-class,comic091407.jpg,Mutiny in the class
196,215,2007-09-17 01:58:14,0,"<img src=""comics/comic091707.jpg"" title=""You just hit it, like most things in life"" />","I Wonder How This Thing Works, Anyways...",,i-wonder-how-this-thing-works-anyways,comic091707.jpg,"You just hit it, like most things in life"
197,216,2007-09-18 01:39:16,0,"<img src=""/comics/comic091807.jpg"" title=""Occam's razor prevails once again"" />",Reflections On Friendship,,reflections-on-frienship,comic091807.jpg,Occam's razor prevails once again
198,217,2007-09-19 01:55:12,0,"<img src=""comics/comic091907.jpg"" title=""Letting friends down easy is key"" />","Hey Guys, I Think I Need Some New Friends",,hey-guys-i-think-i-need-some-new-friends,comic091907.jpg,Letting friends down easy is key
199,218,2007-09-20 01:48:07,0,"<img src=""/comics/comic092007.jpg"" title=""Seriously, every time someone makes that stupid joke an angel loses its wings"" />",Obvious Puns About Haircuts,,obvious-puns-about-haircuts,comic092007.jpg,"Seriously, every time someone makes that stupid joke an angel loses its wings"
200,219,2007-09-21 01:09:22,0,"<img src=""comics/comic092107.jpg"" title=""First things first: Friends don't let friends have bad haircuts"" />",I'm A New Friend,,im-a-new-friend,comic092107.jpg,First things first: Friends don't let friends have bad haircuts
201,220,2007-09-24 01:32:43,0,"<img src = ""/comics/comic092407.jpg"" title=""I see it"" />","Kevin Spacey, The Everyman",,kevin-spacey-the-everyman,comic092407.jpg,I see it
202,221,2007-09-25 01:21:48,0,"<img src=""comics/comic092507.jpg"" title=""Subterfuge as art form"" />","Hey Guys, Meet My New Friend",,hey-guys-meet-my-new-friend,comic092507.jpg,Subterfuge as art form
203,222,2007-09-26 01:11:27,0,"<img src=""/comics/comic092607.jpg"" title=""To be fair, the ladies DO fall for it every time"" />",Men: All The Same?,,men-all-the-same,comic092607.jpg,"To be fair, the ladies DO fall for it every time"
204,223,2007-09-27 01:29:27,0,"<img src=""comics/comic092707.jpg"" title=""Nothing spoken by Space Walrus or his associates should be considered personalized investment advice."" />",I Think This Whole Squid Thing,,i-think-this-whole-squid-thing,comic092707.jpg,Nothing spoken by Space Walrus or his associates should be considered personalized investment advice.
205,224,2007-09-28 01:02:26,0,"<img src=""comics/comic092807.jpg"" title=""A three headed hydra of confidence"" />",Join Us,,join-us,comic092807.jpg,A three headed hydra of confidence
206,225,2007-10-01 01:18:48,0,"<img src=""/comics/comic100107.jpg"" title=""&quot;deliciously polygamous&quot; is a woefully underused adjectival phrase""/>",Those Crazy Mormons And Their Cookouts,,those-crazy-mormons-and-their-cookouts,comic100107.jpg,"""deliciously polygamous"" is a woefully underused adjectival phrase"
207,226,2007-10-02 01:06:45,0,"<img src=""/comics/comic100207.jpg"" title=""TMI, Marcel.  TMI."" />",Toilet Humor,,toilet-humor,comic100207.jpg,"TMI, Marcel.  TMI."
208,227,2007-10-04 01:05:52,0,"<img src=""/comics/comic100407.jpg"" title=""He may be cute, but he ain't that smart"" />",A Fond Farewell,,a-fond-farewell,comic100407.jpg,"He may be cute, but he ain't that smart"
209,228,2007-10-03 01:27:49,0,"<img src=""comics/comic100307.jpg"" title=""Whips are no toys"" />","So, Uh, I Think I'm Going To Be Going",,so-uh-i-think-im-going-to-be-going,comic100307.jpg,Whips are no toys
210,229,2007-10-05 01:05:21,0,"<img src=""comics/comic100507.jpg"" title=""Twice in two days? Phenomenal."" />","Look, Walrus, I Gotta Confess Something",,look-walrus-i-gotta-confess-something,comic100507.jpg,Twice in two days? Phenomenal.
211,230,2007-10-08 01:32:58,0,"<img src=""comics/comic100807.jpg"" title=""Isn't it supposed to be 'ignorance is bliss'"" />","So Look, I Know That Maybe You're Confused Right Now",,so-look-i-know-that-maybe-youre-confused-right-now,comic100807.jpg,Isn't it supposed to be 'ignorance is bliss'
212,231,2007-10-09 01:19:20,0,"<img src=""/comics/comic100907.jpg"" title=""Honestly, the nerve"" />",No Comment,,no-comment,comic100907.jpg,"Honestly, the nerve"
213,232,2007-10-10 01:52:11,0,"<img src=""/comics/comic101007.jpg"" title=""Honestly, SW, let a guy keep his dignity, huh?"" />",War Of The Handhelds,,war-of-the-handhelds,comic101007.jpg,"Honestly, SW, let a guy keep his dignity, huh?"
214,233,2007-10-11 01:23:37,0,"<img src=""comics/comic101107.jpg"" title=""Razors are also illegal"" />",Have You Seen My Razor?,,have-you-seen-my-razor,comic101107.jpg,Razors are also illegal
215,234,2007-10-12 01:23:41,0,"<img src=""/comics/comic101207.jpg"" title=""ya just can't win with some people"" />",You Friggin' Nerd,,you-friggin-nerd,comic101207.jpg,ya just can't win with some people
216,235,2007-10-15 01:30:11,0,"<img src=""comics/comic101507.jpg"" title=""Everyone's going to be watching, so you'd better be nervous"" />",Gosh I'm Nervous,,gosh-im-nervous,comic101507.jpg,"Everyone's going to be watching, so you'd better be nervous"
217,236,2007-10-16 01:02:55,0,"<img src=""comics/comic101607.jpg"" title=""And so on and so forth"" />",Whoa Whoa Whoa,,whoa-whoa-whoa,comic101607.jpg,And so on and so forth
218,237,2007-10-17 01:37:24,0,"<img src=""comics/comic101707.jpg"" title=""Gosh, by the end you can't even understand him"" />",Why Are You So Small?,,why-are-you-so-small,comic101707.jpg,"Gosh, by the end you can't even understand him"
219,238,2007-10-18 01:41:10,0,"<img src=""/comics/comic101807.jpg"" title=""there are no second chances"" />",A Walk Down Memory Lane,,a-walk-down-memory-lane,comic101807.jpg,there are no second chances
220,239,2007-10-19 01:27:56,0,"<img src=""comics/comic101907.jpg"" title=""I would take that as a compliment as well"" />",Walrus Walrus On My Wall,,walrus-walrus-on-my-wall,comic101907.jpg,I would take that as a compliment as well
221,240,2007-10-22 01:52:17,0,"<img src=""/comics/comic102207.jpg"" title=""what a killjoy"" />",Pull My Finger,,pull-my-finger,comic102207.jpg,what a killjoy
222,241,2007-10-23 01:28:56,0,"<img src=""comics/comic102307.jpg"" title=""Fool me once..."" />",Pull My Finger Part Deux,,pull-my-finger-part-deux,comic102307.jpg,Fool me once...
223,242,2007-10-24 01:23:48,0,"<img src=""comics/comic102407.jpg"" title=""Obtuse little bugger"" />",Did I Make You?,,did-i-make-you,comic102407.jpg,Obtuse little bugger
224,243,2007-10-25 01:52:50,0,"<img src=""comics/comic102507.jpg"" title=""Training to be an adult"" />",What's Up With The Beard,,whats-up-with-the-beard,comic102507.jpg,Training to be an adult
225,244,2007-10-26 01:01:24,0,"<img src=""comics/comic102607.jpg"" title=""Let the record show that tacos are tasty, but bagels are better.  Also cookies are cool, asparagus is awesome, and so forth"" />","You Know, I Was Thinking",,you-know-i-was-thinking,comic102607.jpg,"Let the record show that tacos are tasty, but bagels are better.  Also cookies are cool, asparagus is awesome, and so forth"
226,245,2007-10-29 01:56:47,0,"<img src=""comics/comic102907.jpg"" title=""West Side Story"" />",I'm Starting A Gang,,im-starting-a-gang,comic102907.jpg,West Side Story
227,246,2007-10-30 01:26:18,0,"<img src=""comics/comic103007.jpg"" title=""indoor voices, please"" />",If You Can't Beat Em,,a-failure-to-communicate,comic103007.jpg,"indoor voices, please"
228,247,2007-10-31 01:49:23,0,"<img src=""comics/comic103107.jpg"" title=""Happy Halloween!"" />",Where's Your Costume?,,wheres-your-costume,comic103107.jpg,Happy Halloween!
229,248,2007-11-01 01:43:19,0,"<img src=""comics/comic110107.jpg"" title=""And vice versa"" />",Do Not Make Me Come Over There,,do-not-make-me-come-over-there,comic110107.jpg,And vice versa
230,249,2007-11-02 01:37:49,0,"<img src=""comics/comic110207.jpg"" title=""He is the slyest of sly"" />",First I'm Over Here,,first-im-over-here,comic110207.jpg,He is the slyest of sly
231,250,2007-11-05 01:06:50,0,"<img src = ""comics/comic110507.jpg"" title=""?"" />",Escaped Chicken,,escaped-chicken,comic110507.jpg,?
232,251,2007-11-06 01:23:47,0,"<img src=""comics/comic110607.jpg"" title=""Get rid of the letter 'e'"" />",If You Had To Make Up A Language,,if-you-had-to-make-up-a-language,comic110607.jpg,Get rid of the letter 'e'
233,252,2007-11-07 01:03:20,0,"<img src=""comics/comic110707.jpg"" title=""environmentally minded"" />",I Wish You The Best Of Luck!,,i-wish-you-the-best-of-luck,comic110707.jpg,environmentally minded
